GEO_COD,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,YEAR,
11060601601,11,72,25,52,38,1,75,[- 1945],0
11060601602,2,4,1,2,1,0,1,[1946 - 1960],0
11060601603,8,40,13,21,36,1,35,[- 1945],0
11060601604,1,4,1,1,1,0,0,[1961 - 1995],1
11060601701,17,141,55,113,112,5,163,[- 1945],0
11060601801,4,38,15,25,41,4,46,[- 1945],0
11060601802,3,33,13,24,19,1,8,[- 1945],0
11060601803,3,21,5,12,11,0,6,[- 1945],0
11060601804,2,10,3,5,6,0,7,[- 1945],0
11060601901,2,31,13,15,22,2,22,[- 1945],0
11060601902,10,57,25,38,35,5,52,[- 1945],0
11060700101,0,0,0,0,0,0,0,[- 1945],0
11060700102,3,75,35,70,84,4,114,[1961 - 1995],1
11060700103,0,0,0,0,0,0,0,[- 1945],0
11060700104,8,35,13,28,22,0,6,[1946 - 1960],0
11060700201,4,145,55,81,110,2,132,[1961 - 1995],1
11060700301,2,11,13,34,42,1,85,[1961 - 1995],1
11060700302,3,65,21,64,84,3,186,[1961 - 1995],1
11060700401,3,12,9,11,9,0,2,[1961 - 1995],1
11060700402,1,12,9,4,1,1,2,[1961 - 1995],1
11060700403,5,38,20,29,22,2,10,[1946 - 1960],0
11060700404,2,40,16,23,13,0,2,[1946 - 1960],0
11060700405,2,12,16,7,3,0,2,[1946 - 1960],0
11060700501,8,78,29,61,84,2,103,[1946 - 1960],0
11060700502,0,3,2,16,24,4,96,[1996 - ],1
11060700601,4,28,8,9,5,1,0,[1961 - 1995],1
11060700602,8,71,27,16,13,0,0,[1961 - 1995],1
11060700603,26,94,40,28,12,1,3,[1996 - ],1
11060700604,8,35,14,15,8,1,0,[1961 - 1995],1
11060700701,7,64,30,31,33,2,23,[1946 - 1960],0
11060700702,2,16,7,16,16,3,15,[1946 - 1960],0
11060700703,6,50,19,22,13,1,14,[1946 - 1960],0
11060700704,31,63,38,28,10,1,2,[1996 - ],1
11060700801,1,30,13,18,21,2,13,[- 1945],0
11060700802,8,74,28,41,56,4,23,[- 1945],0
11060700803,0,7,3,0,0,0,1,[- 1945],0
11060700901,7,83,30,39,30,0,31,[1946 - 1960],0
11060700902,0,1,2,7,31,0,108,[1996 - ],1
11060701001,4,69,19,39,40,2,40,[1946 - 1960],0
11060701002,11,50,9,37,37,2,6,[1946 - 1960],0
11060701101,9,38,16,15,15,2,3,[- 1945],0
11060701102,17,73,49,33,16,3,0,[1996 - ],1
11060701103,9,54,18,25,35,0,19,[1946 - 1960],0
11060701104,3,20,7,12,10,0,7,[1946 - 1960],0
11060701201,37,188,86,100,53,3,28,[1961 - 1995],1
11060701301,27,62,20,24,12,1,4,[1961 - 1995],1
11060701302,4,9,6,7,1,0,0,[1961 - 1995],1
11060701303,4,18,8,16,7,1,2,[- 1945],0
11060701304,6,62,29,38,21,1,13,[- 1945],0
11060701401,20,47,25,19,10,0,5,[1961 - 1995],1
11060701402,26,120,43,34,19,0,3,[1961 - 1995],1
11060701403,2,14,8,4,5,0,0,[- 1945],0
11060701404,1,8,5,9,9,0,16,[1946 - 1960],0
11060701405,0,6,2,5,6,0,5,[1946 - 1960],0
11060701406,0,3,2,4,2,0,9,[1946 - 1960],0
11060701407,0,6,1,6,6,0,8,[1946 - 1960],0
11060701408,0,10,2,5,4,1,13,[1946 - 1960],0
11060701501,15,126,59,73,71,8,86,[1946 - 1960],0
11060701502,27,113,48,47,11,2,0,[1996 - ],1
11060701601,4,29,18,12,15,0,9,[- 1945],0
11060701602,2,23,8,7,2,0,3,[1946 - 1960],0
11060701603,13,65,37,26,30,2,31,[- 1945],0
11060701604,1,8,5,7,10,1,2,[- 1945],0
11060701605,2,22,15,25,10,3,4,[- 1945],0
11060701701,1,5,2,0,3,1,2,[- 1945],0
11060701702,2,51,12,41,36,1,24,[1961 - 1995],1
11060701703,2,15,6,9,9,0,5,[1961 - 1995],1
11060701704,2,14,8,24,21,1,44,[1946 - 1960],0
11060701705,0,1,0,0,1,0,1,[- 1945],0
11060701706,1,13,4,12,18,1,27,[1946 - 1960],0
11060701801,0,3,1,0,3,0,3,[- 1945],0
11060701802,5,60,23,41,40,1,40,[- 1945],0
11060701803,5,26,6,13,6,1,4,[- 1945],0
11060701804,5,42,8,14,5,0,1,[- 1945],0
11060701901,0,0,0,0,0,0,0,[- 1945],0
11060701902,2,30,27,51,65,6,103,[1961 - 1995],1
11060701903,3,20,21,30,27,2,9,[- 1945],0
11060701904,0,5,1,0,1,0,0,[- 1945],0
11060702001,1,11,7,11,6,1,14,[1961 - 1995],1
11060702002,0,11,6,17,8,0,17,[1961 - 1995],1
11060702003,0,7,4,6,5,0,16,[1946 - 1960],0
11060702004,0,4,2,3,9,0,11,[1961 - 1995],1
11060702005,0,5,3,8,6,0,13,[1961 - 1995],1
11060702006,0,10,5,17,8,0,14,[1961 - 1995],1
11060702007,0,5,2,5,9,0,21,[1961 - 1995],1
11060702008,0,17,7,12,12,0,17,[1961 - 1995],1
11060702009,0,7,8,12,12,1,23,[1961 - 1995],1
11060702101,4,23,9,13,6,0,4,[- 1945],0
11060702102,0,2,5,7,9,0,9,[- 1945],0
11060702103,6,20,8,8,8,0,11,[- 1945],0
11060702104,0,33,10,21,21,2,12,[- 1945],0
11060702105,8,74,29,54,39,2,31,[1961 - 1995],1
11060702201,2,38,11,15,13,2,10,[1946 - 1960],0
11060702202,11,66,26,36,12,0,20,[1946 - 1960],0
11060702203,2,29,5,15,15,0,9,[1946 - 1960],0
11060702301,7,71,43,42,27,2,12,[- 1945],0
11060702302,1,30,9,15,4,0,4,[- 1945],0
11060702303,4,15,17,21,3,0,6,[- 1945],0
11060702401,7,62,21,28,12,1,10,[- 1945],0
11060702402,1,7,5,0,1,0,1,[- 1945],0
11060702403,4,33,5,17,16,4,3,[1961 - 1995],1
11060702404,3,32,10,16,8,0,2,[- 1945],0
11060702405,3,37,13,13,4,0,1,[1961 - 1995],1
11060800101,0,0,0,0,0,0,0,[- 1945],0
11060800102,7,53,21,37,19,0,10,[1961 - 1995],1
11060800103,0,20,6,14,15,1,11,[1961 - 1995],1
11060800104,3,26,11,10,15,1,11,[1961 - 1995],1
11060800201,2,17,4,6,4,1,2,[1961 - 1995],1
11060800202,16,124,56,62,42,2,25,[1961 - 1995],1
11060800203,2,19,6,7,12,0,7,[1961 - 1995],1
11060800301,45,221,61,97,86,4,51,[1961 - 1995],1
11060800401,2,22,6,40,38,0,60,[1961 - 1995],1
11060800402,0,18,10,25,47,5,75,[1961 - 1995],1
11060800501,27,197,52,100,122,8,138,[1961 - 1995],1
11060800601,15,82,22,35,36,1,24,[1946 - 1960],0
11060800602,12,94,38,39,24,0,16,[1961 - 1995],1
11060800701,6,62,27,61,82,9,111,[1961 - 1995],1
11060800801,5,97,57,92,102,6,136,[1961 - 1995],1
11060800901,17,160,53,85,120,9,181,[1946 - 1960],0
11060801001,3,72,33,44,54,3,62,[1961 - 1995],1
11060801002,3,29,6,12,16,1,26,[1961 - 1995],1
11060801101,22,130,35,92,78,3,80,[1946 - 1960],0
11060801102,0,17,9,25,34,0,93,[1961 - 1995],1
11060801201,8,92,23,48,62,3,46,[1961 - 1995],1
11060801202,1,33,10,24,22,4,64,[1961 - 1995],1
11060801301,12,142,57,71,99,3,80,[1961 - 1995],1
11060801401,0,3,0,1,0,0,1,[- 1945],0
11060801402,3,13,5,7,11,0,48,[1961 - 1995],1
11060801403,3,58,15,32,57,1,94,[1961 - 1995],1
11060801404,0,7,3,8,15,2,36,[1961 - 1995],1
11060801501,6,59,15,23,18,3,19,[1961 - 1995],1
11060801502,3,31,4,11,18,0,15,[1961 - 1995],1
11060801503,4,22,3,7,8,2,3,[1961 - 1995],1
11060801601,4,76,35,69,83,3,142,[1946 - 1960],0
11060801701,17,114,44,106,127,3,180,[1961 - 1995],1
11060801801,0,0,0,0,0,0,0,[- 1945],0
11060801802,0,36,31,39,62,4,217,[1996 - ],1
11060801803,1,36,21,43,56,1,160,[1961 - 1995],1
11060801901,5,43,19,38,36,0,43,[1961 - 1995],1
11060801902,3,66,28,44,46,5,34,[1961 - 1995],1
11060802001,3,58,42,78,89,7,183,[1961 - 1995],1
11060802101,3,49,34,61,80,2,151,[1961 - 1995],1
11060802102,1,41,21,50,75,4,198,[1996 - ],1
11060802201,3,75,35,93,106,4,169,[1961 - 1995],1
11060802301,0,13,5,17,26,5,71,[1961 - 1995],1
11060802302,2,55,28,46,55,2,128,[1961 - 1995],1
11060802401,2,95,31,73,66,4,95,[1946 - 1960],0
11060802402,1,21,4,25,31,1,17,[1946 - 1960],0
11060802501,2,36,20,45,74,4,160,[1961 - 1995],1
11060802502,3,15,7,11,14,2,10,[1961 - 1995],1
11060802503,0,9,3,8,11,1,19,[1946 - 1960],0
11060802504,0,2,2,0,1,2,6,[- 1945],0
11060802601,2,60,48,87,127,10,238,[1961 - 1995],1
11060802701,14,155,54,65,75,10,55,[1946 - 1960],0
11060802801,19,129,38,103,104,4,106,[1961 - 1995],1
11060802901,7,73,30,42,57,4,138,[1961 - 1995],1
11060802902,1,11,5,4,13,0,18,[1946 - 1960],0
11060802903,0,16,1,8,11,2,5,[- 1945],0
11060803001,8,141,47,77,119,13,147,[1961 - 1995],1
11060803101,19,116,52,71,80,5,84,[1961 - 1995],1
11060803201,3,60,18,35,57,6,77,[1961 - 1995],1
11060803202,7,61,18,32,27,2,27,[1946 - 1960],0
11060803301,4,61,27,74,78,3,142,[1961 - 1995],1
11060803401,3,34,11,42,48,6,99,[1961 - 1995],1
11060803402,9,87,32,59,57,4,79,[1946 - 1960],0
11060803501,9,99,55,131,101,11,139,[1946 - 1960],0
11060803601,6,67,23,52,62,3,88,[1961 - 1995],1
11060803602,0,15,8,24,33,3,118,[1996 - ],1
11060803701,7,60,28,57,66,2,86,[1946 - 1960],0
11060803702,1,40,30,37,53,6,105,[1946 - 1960],0
11060803801,1,84,23,59,74,2,55,[1946 - 1960],0
11060803802,3,64,25,38,41,4,73,[1946 - 1960],0
11060803901,2,29,25,26,30,1,31,[1961 - 1995],1
11060803902,2,34,10,14,19,2,23,[1961 - 1995],1
11060803903,0,16,10,18,22,0,41,[1946 - 1960],0
11060803904,0,3,2,0,4,0,12,[1946 - 1960],0
11060803905,2,7,6,3,13,0,15,[1946 - 1960],0
11060803906,2,15,2,9,12,1,21,[1946 - 1960],0
11060804001,1,27,12,44,50,1,141,[1961 - 1995],1
11060804002,1,12,8,15,15,0,67,[1996 - ],1
11060804003,0,12,11,30,24,3,63,[1961 - 1995],1
11060804101,8,120,59,128,200,12,316,[1961 - 1995],1
11060804201,3,70,37,80,89,5,145,[1961 - 1995],1
11060804301,3,51,29,65,74,1,222,[1961 - 1995],1
11060804401,11,129,58,116,119,6,205,[1961 - 1995],1
11060804501,0,1,0,0,0,0,0,[1946 - 1960],0
11060804502,0,8,6,11,16,1,32,[1946 - 1960],0
11060804503,2,10,6,5,4,1,18,[1946 - 1960],0
11060804504,1,3,4,9,8,1,9,[1946 - 1960],0
11060804505,0,20,20,47,63,6,134,[1961 - 1995],1
11060804601,2,87,39,66,78,8,112,[1961 - 1995],1
11060804701,6,70,35,64,76,3,194,[1946 - 1960],0
11060804702,0,4,2,5,2,0,10,[1946 - 1960],0
11060804703,2,8,9,11,13,1,14,[1946 - 1960],0
11060804801,1,11,4,20,33,1,28,[- 1945],0
11060804802,0,0,0,0,0,0,0,[- 1945],0
11060804803,0,34,19,28,30,3,34,[1946 - 1960],0
11060804901,1,18,11,14,18,0,31,[1946 - 1960],0
11060804902,0,9,4,8,7,0,10,[1946 - 1960],0
11060804903,3,12,6,14,12,0,15,[1946 - 1960],0
11060804904,1,15,8,31,47,0,82,[1961 - 1995],1
11060804905,0,2,3,6,8,2,14,[1946 - 1960],0
11060804906,0,8,5,11,7,0,10,[1946 - 1960],0
11060804907,1,4,0,3,6,0,15,[1946 - 1960],0
11060805001,1,21,3,19,29,0,66,[1961 - 1995],1
11060805002,1,20,19,30,34,2,87,[1961 - 1995],1
11060805101,0,16,21,36,53,2,123,[1961 - 1995],1
11060805102,0,20,12,16,22,0,81,[1961 - 1995],1
11060805201,1,4,4,6,6,1,35,[1946 - 1960],0
11060805202,0,2,3,7,9,1,18,[1961 - 1995],1
11060805203,0,13,9,9,8,1,33,[1946 - 1960],0
11060805204,7,14,3,4,6,0,11,[1946 - 1960],0
11060805205,2,12,7,10,23,0,28,[1946 - 1960],0
11060805206,0,0,0,0,5,0,6,[1996 - ],1
11060805207,0,5,4,4,4,0,10,[1946 - 1960],0
11060805208,0,0,1,3,8,0,22,[1946 - 1960],0
11060805209,0,3,4,11,7,0,14,[1961 - 1995],1
11060805210,0,11,3,5,6,0,15,[1961 - 1995],1
11060805301,15,161,69,105,131,9,153,[1946 - 1960],0
11060805401,3,4,4,5,10,0,14,[1946 - 1960],0
11060805402,2,12,3,5,6,0,8,[1946 - 1960],0
11060805403,1,5,4,9,11,0,24,[1946 - 1960],0
11060805404,1,11,3,6,4,0,13,[1946 - 1960],0
11060805405,1,6,1,7,5,0,12,[1946 - 1960],0
11060805406,0,0,1,0,2,0,5,[1946 - 1960],0
11060805407,0,8,8,5,12,0,10,[1946 - 1960],0
11060805408,1,8,3,7,16,0,32,[1946 - 1960],0
11060805409,1,53,20,44,59,4,87,[1961 - 1995],1
11060805501,1,19,13,51,54,2,100,[1961 - 1995],1
11060805502,0,11,10,10,19,1,60,[1996 - ],1
11060805503,0,1,0,0,0,0,0,[1946 - 1960],0
11060805504,16,50,21,30,9,0,0,[1996 - ],1
11060805505,2,7,6,10,11,0,19,[1961 - 1995],1
11060805601,0,18,5,15,38,0,60,[1961 - 1995],1
11060805602,1,67,18,47,77,5,176,[1961 - 1995],1
11060805701,1,52,12,62,78,5,127,[1961 - 1995],1
11060805702,0,2,2,1,2,0,0,[1946 - 1960],0
11060805703,6,33,28,45,25,1,10,[1961 - 1995],1
11060805801,2,25,10,31,38,3,98,[1961 - 1995],1
11060805802,0,11,6,14,18,2,37,[1961 - 1995],1
11060805901,14,48,20,12,20,3,43,[1996 - ],1
11060805902,0,0,0,0,0,0,0,[- 1945],0
11060805903,1,26,13,37,26,1,16,[1961 - 1995],1
11060805904,0,14,10,13,9,0,14,[1961 - 1995],1
11060805905,2,6,2,13,19,1,59,[1996 - ],1
11060805906,2,11,0,0,6,0,0,[- 1945],0
11060806001,2,40,18,20,15,1,33,[1996 - ],1
11060806002,4,50,13,33,43,0,31,[1961 - 1995],1
11060806003,7,36,3,1,1,0,2,[1961 - 1995],1
11060806004,1,9,0,5,3,0,3,[1961 - 1995],1
11060806005,16,54,21,29,10,1,2,[1996 - ],1
11060806101,6,33,7,6,7,0,8,[1961 - 1995],1
11060806102,8,22,9,5,5,0,0,[1961 - 1995],1
11060806103,0,0,0,0,0,0,0,[- 1945],0
11060806104,8,45,13,4,8,2,2,[1961 - 1995],1
11060806105,4,29,17,9,2,0,1,[1961 - 1995],1
11060806106,7,23,6,3,3,0,0,[1961 - 1995],1
11060806201,34,153,68,73,39,1,2,[1961 - 1995],1
11060806202,20,116,75,36,14,1,1,[1996 - ],1
11060806203,49,218,104,83,26,3,5,[1996 - ],1
11060806301,0,0,0,3,0,0,0,[1961 - 1995],1
11060806302,1,8,1,10,2,0,0,[1961 - 1995],1
11060806303,3,18,8,8,5,0,0,[1961 - 1995],1
11060806304,4,29,7,7,7,0,0,[1961 - 1995],1
11060806305,4,14,7,5,1,0,0,[1961 - 1995],1
11060806306,6,26,14,5,4,0,0,[1961 - 1995],1
11060806307,9,23,5,12,0,0,2,[1961 - 1995],1
11060806308,0,0,0,0,0,0,0,[- 1945],0
11060806309,8,53,18,19,11,0,1,[1961 - 1995],1
11060806310,6,19,14,7,0,0,0,[1961 - 1995],1
11060806311,0,5,1,3,4,0,2,[1961 - 1995],1
11060806312,0,2,2,2,0,0,0,[1946 - 1960],0
11060806401,25,76,18,34,8,2,1,[1996 - ],1
11060806402,76,211,99,87,31,1,8,[1996 - ],1
11060806501,36,197,88,93,37,3,10,[1961 - 1995],1
11060806502,4,58,22,23,4,0,1,[1961 - 1995],1
11060806503,7,43,13,13,8,0,0,[1961 - 1995],1
11060806601,7,26,12,7,2,0,0,[1961 - 1995],1
11060806602,5,20,16,8,1,1,1,[1961 - 1995],1
11060806603,2,24,9,2,3,1,1,[1961 - 1995],1
11060806604,3,18,4,5,2,0,0,[1961 - 1995],1
11060806605,12,90,36,25,4,0,2,[1961 - 1995],1
11060806606,6,44,13,7,5,0,0,[1961 - 1995],1
11060806607,7,47,29,7,5,2,0,[1961 - 1995],1
11060806608,5,17,4,4,2,0,0,[1961 - 1995],1
11060900101,8,85,18,27,25,2,66,[1946 - 1960],0
11060900102,0,5,3,12,20,1,62,[- 1945],0
11060900103,0,0,0,0,0,0,0,[- 1945],0
11060900104,1,5,0,3,1,0,0,[1996 - ],1
11060900105,0,1,0,3,4,0,1,[1996 - ],1
11060900106,2,2,0,1,0,0,9,[- 1945],0
11060900107,0,0,0,0,0,0,0,[- 1945],0
11060900108,0,0,0,0,0,0,0,[- 1945],0
11060900109,3,25,11,10,31,5,31,[1946 - 1960],0
11060900201,2,2,0,1,0,0,0,[1961 - 1995],1
11060900202,0,36,38,56,95,2,478,[1996 - ],1
11060900203,0,5,3,8,32,1,150,[1996 - ],1
11060900301,59,132,72,48,54,4,88,[1996 - ],1
11060900401,25,223,74,81,59,2,17,[1961 - 1995],1
11060900402,3,12,6,17,23,2,37,[1996 - ],1
11060900403,0,2,2,3,8,0,24,[1996 - ],1
11060900501,6,89,27,79,109,2,157,[1961 - 1995],1
11060900601,34,205,107,99,47,2,11,[1961 - 1995],1
11060900602,0,0,0,0,0,0,0,[- 1945],0
11060900603,0,6,8,12,24,2,163,[1996 - ],1
11060900701,11,101,45,97,123,5,266,[1961 - 1995],1
11060900801,2,20,4,10,8,1,17,[1946 - 1960],0
11060900802,9,37,16,34,36,2,60,[1946 - 1960],0
11060900803,2,8,3,4,8,0,7,[1946 - 1960],0
11060900804,5,27,20,34,40,2,74,[1946 - 1960],0
11060900901,13,89,50,81,139,10,317,[1946 - 1960],0
11060901001,0,0,0,0,0,0,0,[- 1945],0
11060901002,1,9,1,9,11,1,18,[- 1945],0
11060901003,3,41,18,30,67,2,91,[1961 - 1995],1
11060901101,7,64,16,40,49,2,78,[1946 - 1960],0
11060901102,3,24,10,14,9,1,21,[1946 - 1960],0
11060901201,0,6,2,1,8,0,3,[1946 - 1960],0
11060901202,0,0,0,1,0,0,0,[1946 - 1960],0
11060901203,2,24,12,20,40,2,139,[1996 - ],1
11060901301,2,25,8,17,16,0,18,[1946 - 1960],0
11060901302,3,18,12,16,12,0,21,[1946 - 1960],0
11060901303,6,45,18,34,29,1,37,[1946 - 1960],0
11060901304,0,5,4,2,5,0,8,[1946 - 1960],0
11060901401,4,100,40,78,117,5,264,[1946 - 1960],0
11060901501,1,24,6,17,10,2,28,[1946 - 1960],0
11060901502,2,19,5,18,18,1,25,[1946 - 1960],0
11060901503,1,39,13,21,36,2,55,[1946 - 1960],0
11060901601,3,39,15,26,32,1,69,[1946 - 1960],0
11060901602,1,8,4,15,9,0,26,[1946 - 1960],0
11060901603,4,21,6,7,14,2,25,[1946 - 1960],0
11060901604,1,13,5,7,25,1,43,[1946 - 1960],0
11060901701,0,20,18,24,29,1,96,[1961 - 1995],1
11060901702,0,7,6,7,36,1,77,[1946 - 1960],0
11060901801,1,21,23,36,47,0,134,[1946 - 1960],0
11060901802,1,3,5,18,18,0,45,[1946 - 1960],0
11060901901,4,42,32,48,92,7,236,[1961 - 1995],1
11061000101,0,3,0,3,2,0,2,[1961 - 1995],1
11061000102,0,21,20,39,67,2,283,[1996 - ],1
11061000201,1,32,17,31,54,1,105,[1961 - 1995],1
11061000202,4,30,20,23,16,0,30,[- 1945],0
11061000301,0,8,2,2,2,0,7,[- 1945],0
11061000302,25,127,64,63,34,0,4,[1996 - ],1
11061000303,4,37,34,25,13,1,5,[- 1945],0
11061000304,0,9,2,1,3,0,1,[- 1945],0
11061000401,0,8,4,4,19,1,100,[1961 - 1995],1
11061000402,0,0,0,0,0,0,0,[1961 - 1995],1
11061000403,0,0,2,1,0,0,2,[1961 - 1995],1
11061000404,0,0,0,0,0,0,0,[- 1945],0
11061000405,1,10,5,7,23,1,25,[1961 - 1995],1
11061000501,1,18,11,41,38,6,184,[1961 - 1995],1
11061000601,6,32,22,17,8,0,5,[- 1945],0
11061000602,4,23,8,14,15,0,16,[1946 - 1960],0
11061000603,7,31,10,12,7,0,0,[- 1945],0
11061000604,3,20,5,4,2,0,2,[- 1945],0
11061000701,0,0,0,0,0,0,0,[- 1945],0
11061000702,2,5,2,0,2,0,11,[- 1945],0
11061000703,28,124,169,181,98,6,27,[- 1945],0
11061000704,2,29,20,27,46,3,181,[1996 - ],1
11061000801,6,65,26,33,20,0,8,[- 1945],0
11061000802,0,6,7,9,4,0,4,[- 1945],0
11061000803,1,12,7,6,10,0,7,[1946 - 1960],0
11061000804,11,41,36,31,17,0,5,[- 1945],0
11061000901,11,57,25,33,21,0,12,[- 1945],0
11061000902,2,5,2,6,8,0,2,[- 1945],0
11061000903,0,6,3,3,7,0,1,[- 1945],0
11061000904,0,7,3,2,0,0,2,[- 1945],0
11061000905,3,6,4,8,4,1,2,[- 1945],0
11061000906,0,8,1,8,0,0,4,[- 1945],0
11061000907,0,0,1,1,0,0,0,[- 1945],0
11061000908,0,2,1,1,3,0,4,[- 1945],0
11061000909,0,5,6,7,5,0,6,[- 1945],0
11061000910,0,0,1,4,6,0,3,[- 1945],0
11061000911,2,4,1,3,1,0,2,[- 1945],0
11061000912,0,8,1,3,2,0,3,[1946 - 1960],0
11061000913,0,2,2,1,4,0,3,[- 1945],0
11061000914,11,51,16,17,8,0,2,[1946 - 1960],0
11061001001,12,75,15,19,15,1,5,[1961 - 1995],1
11061001101,0,9,5,5,1,0,2,[- 1945],0
11061001102,1,16,6,2,3,0,0,[- 1945],0
11061001201,14,77,53,70,98,6,362,[- 1945],0
11061001301,20,57,29,34,23,3,6,[- 1945],0
11061001302,12,51,25,16,11,0,5,[- 1945],0
11061001303,18,66,32,13,15,3,2,[- 1945],0
11061001401,31,187,63,101,92,8,111,[- 1945],0
11061001501,0,8,2,2,5,1,6,[- 1945],0
11061001502,3,5,5,4,3,0,2,[- 1945],0
11061001503,0,1,5,3,3,0,5,[- 1945],0
11061001504,29,69,2,3,7,0,12,[- 1945],0
11061001505,1,10,4,1,2,0,0,[- 1945],0
11061001506,23,65,33,26,6,1,1,[1996 - ],1
11061001507,7,121,61,88,68,4,27,[1996 - ],1
11061001601,7,40,22,19,13,1,5,[1961 - 1995],1
11061001602,16,56,32,23,14,1,8,[1961 - 1995],1
11061001603,10,64,27,37,15,0,0,[1961 - 1995],1
11061001701,0,9,4,3,10,0,10,[1946 - 1960],0
11061001702,0,12,7,16,23,1,29,[1946 - 1960],0
11061001703,0,5,6,7,12,0,19,[1946 - 1960],0
11061001704,6,68,13,33,55,3,47,[1946 - 1960],0
11061001705,0,1,2,4,3,0,7,[- 1945],0
11061001801,1,28,11,20,27,2,15,[1946 - 1960],0
11061001802,3,38,13,34,24,2,32,[1961 - 1995],1
11061001803,4,34,6,11,22,0,19,[1961 - 1995],1
11061001901,12,96,41,53,76,1,72,[- 1945],0
11061001902,5,30,13,23,32,0,32,[1946 - 1960],0
11061002001,3,25,14,16,15,1,13,[1961 - 1995],1
11061002002,0,4,3,6,11,0,15,[1946 - 1960],0
11061002003,0,1,3,7,11,0,21,[1961 - 1995],1
11061002004,0,4,2,9,8,1,30,[1946 - 1960],0
11061002005,0,2,1,1,4,0,14,[1996 - ],1
11061002006,0,9,6,21,29,2,38,[1961 - 1995],1
11061002007,0,0,1,0,2,0,5,[1946 - 1960],0
11061002101,1,15,7,8,19,0,16,[1946 - 1960],0
11061002102,6,40,26,35,28,1,78,[- 1945],0
11061002103,4,19,6,15,29,4,22,[- 1945],0
11061002201,13,107,46,80,67,4,118,[1946 - 1960],0
11061002301,3,38,17,34,39,2,84,[1946 - 1960],0
11061002302,2,29,8,25,29,1,35,[1946 - 1960],0
11061002303,4,16,10,9,14,1,30,[1946 - 1960],0
11061002401,0,7,6,9,10,0,16,[- 1945],0
11061002402,0,9,9,4,13,0,3,[- 1945],0
11061002403,8,91,41,62,59,3,110,[- 1945],0
11061002501,0,19,4,10,19,1,23,[1946 - 1960],0
11061002502,18,75,28,52,66,6,58,[1946 - 1960],0
11061002601,7,62,38,50,82,5,167,[- 1945],0
11061002602,0,9,0,2,0,0,0,[- 1945],0
11061002701,8,106,42,70,89,6,113,[1946 - 1960],0
11061002801,7,54,16,32,38,3,40,[- 1945],0
11061002802,6,55,17,50,40,3,54,[- 1945],0
11061002901,3,29,14,27,36,2,73,[- 1945],0
11061002902,1,5,4,6,5,0,3,[- 1945],0
11061002903,2,6,5,7,3,0,0,[- 1945],0
11061002904,1,5,1,0,4,0,3,[1946 - 1960],0
11061002905,0,7,2,5,0,0,0,[- 1945],0
11061002906,4,48,34,21,9,2,3,[- 1945],0
11061002907,9,50,25,30,34,1,12,[1961 - 1995],1
11061003001,5,84,34,60,75,6,136,[- 1945],0
11061003101,0,0,2,2,1,1,0,[1961 - 1995],1
11061003102,1,4,2,2,4,0,2,[1961 - 1995],1
11061003103,1,25,8,11,20,2,32,[1961 - 1995],1
11061003104,9,39,9,16,6,1,1,[1996 - ],1
11061003105,2,27,9,19,5,0,3,[1961 - 1995],1
11061003106,0,14,4,12,5,1,3,[1961 - 1995],1
11061003107,3,13,6,9,6,0,5,[1961 - 1995],1
11061003108,2,4,1,0,2,0,1,[1961 - 1995],1
11061003109,0,5,5,3,3,0,0,[1961 - 1995],1
11061003110,1,2,1,1,2,0,0,[1961 - 1995],1
11061003111,0,0,0,0,0,0,0,[- 1945],0
11061003112,0,0,0,0,0,0,0,[- 1945],0
11061003113,0,0,0,0,0,0,0,[- 1945],0
11061003114,0,0,0,0,0,0,0,[- 1945],0
11061003201,4,40,21,26,19,0,9,[1961 - 1995],1
11061003202,19,71,40,44,14,1,1,[1996 - ],1
11061003203,11,64,19,25,17,1,3,[1961 - 1995],1
11061003204,3,34,7,15,5,0,2,[1961 - 1995],1
11061100101,0,0,0,0,0,0,0,[- 1945],0
11061100102,0,0,0,0,0,0,0,[- 1945],0
11061100103,0,0,0,0,0,0,0,[- 1945],0
11061100104,0,0,0,0,0,0,0,[- 1945],0
11061100105,0,0,0,0,0,0,0,[- 1945],0
11061100106,0,0,0,0,0,0,0,[- 1945],0
11061100107,17,57,20,30,14,0,2,[1946 - 1960],0
11061100108,13,69,32,30,16,1,1,[1946 - 1960],0
11061100109,22,62,31,32,22,0,4,[1946 - 1960],0
11061100201,0,0,0,0,0,0,0,[- 1945],0
11061100202,1,3,0,0,0,0,0,[- 1945],0
11061100203,5,34,13,22,5,0,4,[1961 - 1995],1
11061100204,7,28,13,20,5,0,2,[1946 - 1960],0
11061100205,29,138,54,55,31,1,3,[1961 - 1995],1
11061100206,16,65,22,29,10,1,3,[1946 - 1960],0
11061100301,0,0,0,0,0,0,0,[- 1945],0
11061100302,0,0,0,0,0,0,0,[- 1945],0
11061100303,7,65,20,37,28,2,16,[1961 - 1995],1
11061100304,0,0,0,0,0,0,0,[- 1945],0
11061100305,0,3,5,2,5,1,28,[1996 - ],1
11061100306,0,1,2,7,22,3,71,[1996 - ],1
11061100307,0,4,2,5,7,1,46,[1996 - ],1
