GEO_COD,N_INDIVIDUOS_RESIDENT,N_INDIVIDUOS_RESIDENT_20A64,N_INDIVIDUOS_RESIDENT_65,N_INDIV_RESIDENT_N_LER_ESCRV,N_IND_RESIDENT_ENSINCOMP_1BAS,N_IND_RESIDENT_ENSINCOMP_2BAS,N_IND_RESIDENT_ENSINCOMP_3BAS,N_IND_RESIDENT_ENSINCOMP_SEC,N_IND_RESIDENT_ENSINCOMP_POSEC,N_IND_RESIDENT_ENSINCOMP_SUP,N_IND_RESID_DESEMP_PROC_EMPRG,N_IND_RESID_EMPREGADOS,N_IND_RESID_PENS_REFORM,N_IND_RESID_SEM_ACT_ECON
11061500702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061500703,64,41,14,2,11,4,8,11,2,23,4,28,13,26
11061500704,51,33,11,1,6,6,13,6,1,14,6,22,13,19
11061500705,124,75,14,0,10,7,12,12,0,61,2,65,13,25
11061500706,75,44,10,0,4,2,4,9,1,42,0,30,10,27
11061500707,13,7,4,0,2,0,1,4,0,4,0,6,3,5
11061500708,72,43,14,1,7,5,11,9,2,29,3,32,12,28
11061500709,24,12,8,1,4,1,1,2,0,11,1,11,6,8
11061600101,176,118,35,3,31,13,31,25,2,60,3,94,33,65
11061600102,147,91,29,15,38,28,30,10,1,4,19,42,30,66
11061600103,256,114,122,10,77,18,39,34,0,53,3,87,127,147
11061600201,563,352,120,13,139,61,95,76,7,111,41,230,153,214
11061600301,397,224,98,9,100,57,65,54,3,57,27,164,107,145
11061600302,191,98,40,5,58,29,16,19,1,41,8,74,48,87
11061600401,203,115,55,5,57,14,31,26,1,35,7,91,60,75
11061600402,304,179,60,3,63,29,47,47,2,64,17,140,63,91
11061600501,169,101,43,5,47,19,20,28,2,27,9,71,51,70
11061600502,47,29,13,5,15,6,10,5,0,3,3,18,15,23
11061600503,80,48,21,3,24,8,19,10,2,2,7,30,24,35
11061600504,122,59,52,3,36,11,17,16,1,24,5,45,51,63
11061600601,201,120,65,7,49,13,28,30,2,49,13,82,70,92
11061600602,181,112,47,4,48,18,20,41,0,22,11,67,52,82
11061600603,108,64,34,5,33,18,19,8,0,9,5,41,33,52
11061600701,109,66,34,1,30,11,12,13,2,32,5,46,36,51
11061600702,223,118,84,7,61,20,28,34,0,44,15,71,91,120
11061600703,65,38,12,1,8,7,14,11,1,16,6,22,13,28
11061600801,396,218,134,8,100,39,67,53,7,79,20,145,148,196
11061600901,134,59,59,7,44,19,24,17,0,12,5,39,60,79
11061600902,72,44,11,0,18,8,4,16,0,13,7,29,15,20
11061600903,238,129,71,6,63,23,31,34,3,47,11,88,76,106
11061601001,230,142,56,10,46,19,35,47,0,50,14,91,62,99
11061601002,163,82,48,14,42,13,23,20,3,18,9,58,51,66
11061601101,86,44,29,3,19,2,19,8,2,20,2,27,32,47
11061601102,374,176,157,14,107,44,46,58,4,74,7,129,163,203
11061601201,83,58,12,1,13,4,15,14,0,31,7,40,10,27
11061601202,213,129,55,7,53,23,27,29,5,41,13,92,53,81
11061601203,90,63,19,3,18,7,14,14,2,27,9,42,23,35
11061601204,152,89,38,4,32,18,17,25,0,32,12,60,38,60
11061601205,14,4,10,2,3,1,0,1,0,3,0,4,10,10
11061700101,363,201,76,6,45,30,49,52,4,122,17,143,78,132
11061700102,109,60,34,7,38,12,9,9,1,23,5,37,38,53
11061700103,42,18,15,2,5,3,5,2,0,18,1,15,13,17
11061700201,16,9,6,0,1,1,2,5,0,7,0,7,6,8
11061700202,239,141,52,4,34,10,28,33,7,99,4,104,58,97
11061700203,86,44,24,0,16,4,13,14,2,21,4,33,25,34
11061700301,208,124,37,4,20,12,18,26,2,100,4,95,35,74
11061700302,21,11,8,1,4,2,6,5,0,1,1,9,7,10
11061700303,139,85,42,7,32,7,16,26,1,43,7,57,46,65
11061700401,178,105,54,4,33,9,18,27,2,71,4,96,42,65
11061700402,242,137,42,2,18,11,25,31,2,116,6,103,41,83
11061700403,162,93,23,0,14,9,13,13,3,78,7,66,23,48
11061700501,143,70,47,4,14,9,17,21,2,60,5,52,43,64
11061700502,307,164,80,4,50,17,42,54,3,104,12,122,81,123
11061700601,194,99,47,0,35,11,24,22,4,72,6,68,49,83
11061700602,347,186,98,2,58,27,41,42,3,139,15,126,104,156
11061700701,5,2,3,0,0,0,0,0,0,4,0,3,2,2
11061700702,414,225,118,8,59,37,43,68,8,159,4,173,124,183
11061700801,148,92,36,4,22,15,17,20,2,56,7,62,40,65
11061700802,363,200,103,3,58,22,40,60,6,134,12,150,100,155
11061700901,130,78,40,4,29,8,16,15,0,51,8,57,42,57
11061700902,116,80,25,2,24,13,12,19,2,38,5,58,28,40
11061700903,216,110,64,3,43,12,29,34,2,70,7,95,57,83
11061700904,78,38,15,0,5,10,8,11,2,33,2,33,12,24
11061701001,393,220,102,10,41,19,54,70,1,161,13,169,101,159
11061701002,80,42,28,1,10,7,8,11,0,36,0,31,28,39
11061701003,213,121,44,2,31,21,22,31,1,75,8,94,43,72
11061701101,232,133,62,1,40,16,31,45,1,72,8,101,59,93
11061701102,27,13,3,0,2,2,4,8,0,6,0,9,5,12
11061701103,163,82,52,6,20,6,13,29,0,68,4,67,51,72
11061701104,60,45,12,0,9,2,4,12,1,28,3,36,10,18
11061701201,110,53,24,0,9,8,9,15,1,49,0,40,21,43
11061701202,145,83,45,3,39,12,13,21,4,38,8,51,53,75
11061701203,144,85,10,0,8,10,6,9,2,77,1,73,10,24
11061701204,135,76,49,7,30,8,18,21,1,45,4,60,50,65
11061701301,271,149,60,0,14,25,22,35,2,137,7,111,60,101
11061701302,234,119,81,2,50,15,44,34,5,61,10,85,86,108
11061701303,64,34,7,0,5,7,5,10,2,29,0,27,7,19
11061701304,49,23,10,1,3,4,9,8,0,17,1,17,6,19
11061701401,177,83,63,2,33,12,20,23,2,60,5,73,55,72
11061701402,156,81,45,1,12,13,18,20,2,70,5,60,44,63
11061701403,105,46,28,0,10,6,5,16,1,50,1,45,19,33
11061701404,137,66,40,0,19,10,14,29,2,47,6,45,41,63
11061701501,146,70,44,1,18,8,16,23,1,64,1,60,38,59
11061701502,122,74,39,1,19,6,17,25,4,46,4,57,38,55
11061701503,15,11,4,2,0,1,1,1,0,10,1,4,6,10
11061701504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061701505,109,65,16,0,4,7,8,14,3,57,2,43,19,41
11061701506,118,68,22,1,11,9,13,16,3,48,3,47,24,44
11061701601,131,76,39,2,22,8,12,24,5,47,5,54,41,67
11061701602,68,34,23,1,15,5,11,10,0,21,2,25,23,34
11061701603,130,81,38,0,29,7,14,9,1,60,4,59,37,53
11061800101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061800102,283,173,86,2,55,28,51,63,2,62,14,121,100,128
11061800103,99,41,45,0,23,9,22,18,1,17,3,30,46,56
11061800201,48,32,1,0,0,2,7,10,0,19,1,29,1,7
11061800202,69,38,3,0,4,3,5,5,0,35,0,30,3,15
11061800203,13,11,0,0,0,0,0,1,0,10,0,10,0,1
11061800204,99,62,19,3,35,11,19,13,1,3,7,44,24,36
11061800205,93,63,0,0,2,6,3,8,0,53,0,56,0,10
11061800301,258,136,102,10,71,24,38,44,6,48,24,100,96,119
11061800302,119,69,32,1,22,12,12,17,2,38,3,52,33,45
11061800401,197,95,74,6,42,18,35,28,6,41,6,72,75,99
11061800402,78,53,13,3,10,4,11,17,1,20,7,32,21,28
11061800403,138,64,59,4,30,9,27,24,0,26,10,46,58,71
11061800404,69,38,26,0,11,7,18,16,1,13,6,23,29,38
11061800501,173,112,45,1,18,11,25,29,1,72,8,89,52,63
11061800502,389,269,74,3,37,25,65,75,2,144,16,198,98,139
11061800601,192,102,65,8,51,19,29,26,1,35,8,80,64,78
11061800602,401,264,76,1,49,33,57,78,4,148,12,200,99,139
11061800603,119,71,31,1,12,3,11,28,2,54,6,47,26,52
11061800701,328,8,320,6,197,67,21,24,0,7,0,0,325,328
11061800702,227,118,94,2,70,15,30,42,5,39,16,75,99,123
11061800703,192,75,101,3,32,17,24,33,1,68,5,57,99,115
11061800801,176,91,50,3,32,13,21,24,3,62,6,74,44,71
11061800802,415,251,73,2,34,30,41,50,4,193,4,199,83,136
11061800901,404,275,43,24,104,72,74,41,4,16,47,141,54,138
11061800902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061801001,664,394,87,72,224,129,90,36,1,4,54,219,108,265
11061801101,793,467,92,84,281,152,100,36,1,6,63,243,114,328
11061801201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061801202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061801203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061801301,8,2,6,0,5,1,0,0,0,0,0,3,4,5
11061801302,8,6,2,0,1,0,0,2,0,5,0,5,2,3
11061801303,281,171,77,1,46,20,33,59,2,97,6,118,85,130
11061801304,38,11,23,5,12,2,10,3,0,0,3,8,22,25
11061801305,114,73,5,0,4,8,13,20,1,56,2,51,5,38
11061801401,228,109,87,35,106,23,20,17,0,4,21,57,94,123
11061801402,208,115,60,21,73,29,27,17,2,7,15,66,72,103
11061801403,365,217,61,37,127,63,55,19,4,7,31,125,75,145
11061801501,658,481,14,0,23,17,34,88,13,368,13,436,23,63
11061801601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061801602,482,320,23,0,20,20,31,66,4,250,12,267,28,88
11061801701,853,547,76,54,165,108,97,83,6,162,49,361,105,250
11061801801,154,96,32,6,43,22,29,23,0,12,14,70,31,53
11061801802,40,26,4,0,12,4,10,4,0,3,2,22,2,8
11061801803,69,48,8,1,21,6,15,12,0,7,7,34,11,17
11061801804,77,61,14,0,12,8,8,4,0,44,1,64,8,11
11061801805,43,21,8,2,15,9,5,1,0,2,2,11,8,22
11061801806,53,28,14,5,15,3,2,6,0,12,2,17,15,23
11061801807,49,33,9,3,12,3,6,6,2,13,3,26,10,16
11061801808,375,249,32,1,30,22,40,76,3,167,11,204,34,101
11061801901,14,8,4,0,6,0,5,1,0,2,1,3,5,9
11061801902,2,1,1,0,2,0,0,0,0,0,0,1,1,1
11061801903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061801904,391,207,121,4,50,18,33,63,5,175,11,147,127,181
11061802001,200,158,1,0,3,8,9,37,5,107,1,140,5,16
11061802002,700,403,70,51,181,112,137,51,1,11,65,219,83,235
11061802101,7,4,1,0,0,0,1,1,0,3,0,5,0,0
11061802102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061802103,40,23,15,2,9,4,5,7,0,5,2,15,14,21
11061802104,135,78,12,0,13,16,12,11,1,68,2,69,6,27
11061802105,327,261,9,1,11,8,20,55,4,186,13,229,9,36
11061802106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061802201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061802202,188,127,23,0,4,8,9,31,0,118,4,100,22,54
11061802203,502,341,67,37,168,57,75,46,4,45,32,217,80,182
11061802301,8,5,1,0,1,1,0,1,0,4,0,5,1,1
11061802302,219,144,11,0,8,7,7,28,2,115,4,125,14,31
11061802303,298,199,18,0,13,9,13,28,2,165,3,178,24,38
11061802304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061802401,35,16,19,0,2,0,1,1,0,29,0,25,10,10
11061802402,436,264,113,0,36,30,40,56,3,235,8,200,119,182
11061802501,12,2,9,0,7,1,1,1,0,0,0,1,9,10
11061802502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061802503,454,261,121,3,51,24,52,82,8,198,9,186,131,204
11061802601,365,208,126,2,50,14,42,72,0,166,6,153,124,181
11061802602,271,151,94,1,38,19,44,32,1,118,7,118,89,121
11061802701,396,281,6,3,12,14,27,48,0,212,10,244,12,43
11061802702,262,188,15,0,5,2,11,24,3,160,8,162,15,35
11061802801,283,199,9,2,13,11,13,43,0,146,8,180,9,28
11061802802,334,246,10,0,6,10,12,41,13,191,5,195,13,65
11061802901,199,122,32,2,15,11,22,28,1,98,2,106,33,57
11061802902,666,419,36,0,34,46,48,68,5,366,17,338,51,142
11061803001,230,138,5,0,9,8,19,16,1,108,5,126,8,20
11061803002,409,267,10,0,16,12,21,43,3,211,12,225,17,51
11061803003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061803101,281,217,2,1,3,2,11,35,6,165,13,195,2,10
11061803102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061803201,3,2,0,0,0,0,1,0,0,0,0,2,0,0
11061803202,381,247,47,4,36,18,34,56,2,192,9,184,61,120
11061803203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061803301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061803302,149,101,7,0,11,10,8,21,1,78,2,84,12,27
11061803303,134,88,4,1,7,10,20,17,1,64,2,76,3,28
11061803304,232,179,1,0,8,7,19,40,5,115,12,159,2,14
11061803401,533,286,188,3,61,22,76,91,7,232,14,222,193,247
11061803402,272,169,86,1,47,18,35,37,1,118,10,123,96,124
11061803501,248,176,9,0,12,13,25,31,3,135,6,135,22,60
11061803502,598,397,30,1,41,43,58,102,5,270,14,323,52,121
11061803601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061803602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061803603,320,198,32,1,20,21,23,45,2,172,5,168,24,73
11061803701,285,120,142,7,67,27,31,40,2,86,11,91,137,163
11061803801,96,69,10,0,2,2,16,18,2,43,4,56,15,22
11061803802,211,136,12,0,9,8,17,34,1,106,7,112,17,44
11061803803,195,133,13,0,11,6,19,24,7,91,3,111,15,39
11061803901,169,93,63,2,16,9,27,26,2,82,5,74,61,84
11061803902,181,111,42,0,14,10,16,31,2,97,1,85,37,74
11061803903,264,152,67,2,18,13,25,45,3,135,7,113,76,112
11061804001,369,233,48,3,16,19,45,58,3,169,8,180,57,117
11061804101,431,214,162,6,25,17,36,80,7,231,15,166,133,212
11061804102,201,143,4,0,4,11,13,28,1,118,4,112,7,42
11061804201,80,60,10,0,2,1,5,21,0,45,1,41,11,30
11061804202,104,62,5,0,8,8,10,17,2,47,2,51,7,28
11061804203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061804204,60,31,4,0,6,5,6,5,0,31,1,31,2,12
11061804205,186,136,13,0,10,8,15,28,1,98,7,115,15,32
11061804301,258,168,15,0,9,11,21,40,4,127,4,136,22,62
11061804302,167,97,13,1,10,10,11,23,2,79,2,75,20,43
11061804303,177,122,35,2,20,14,19,32,1,77,5,85,45,71
11061804304,158,95,45,0,17,4,14,33,2,75,7,69,40,67
11061804401,289,195,14,0,8,7,4,37,1,171,6,166,17,44
11061804402,107,75,1,0,1,4,4,9,1,66,0,60,5,19
11061804403,107,75,5,0,6,5,14,13,2,50,2,61,7,18
11061804404,118,82,5,0,2,7,9,17,1,63,4,66,7,20
11061804501,528,247,203,4,76,34,68,93,6,201,7,187,193,273
11061804601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061804602,320,223,31,1,24,16,39,51,3,146,9,172,31,79
11061804603,221,159,21,0,25,9,21,44,1,105,8,131,23,54
11061804701,326,225,21,0,10,17,29,48,1,178,6,183,29,67
11061804702,294,216,24,0,13,7,14,36,2,177,7,189,27,50
11061804801,202,122,57,1,21,9,19,47,5,85,6,66,58,112
11061804802,28,22,6,1,11,3,7,4,0,0,0,0,4,28
11061804901,276,149,93,4,29,14,35,47,3,129,7,121,77,123
11061804902,139,66,51,1,19,8,11,24,2,60,1,58,47,59
11061805001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061805002,243,146,69,2,47,25,33,40,1,76,11,100,78,110
11061805003,237,132,69,19,51,22,37,23,3,58,9,93,76,109
11061805101,984,638,125,35,190,120,128,119,2,284,55,432,151,351
11061805201,873,620,79,1,38,47,55,102,5,527,21,513,96,200
11061805301,177,98,43,1,30,10,15,21,1,75,3,82,42,65
11061805302,131,69,46,1,28,7,21,20,2,41,6,59,41,54
11061805401,30,20,4,0,1,2,4,5,0,18,0,15,7,13
11061805402,450,325,50,1,21,17,44,93,8,232,16,248,66,125
11061805501,517,352,57,2,20,31,60,103,3,256,8,277,67,165
11061805601,548,373,54,0,30,34,55,67,6,293,15,281,71,153
11061805701,268,163,69,30,103,31,51,23,1,3,19,102,83,115
11061805702,72,58,4,0,1,2,8,14,1,39,2,45,7,18
11061805703,210,130,31,1,13,6,18,32,3,111,2,101,37,67
11061805801,417,271,34,0,21,18,43,78,3,199,2,217,43,113
11061805901,153,102,26,1,20,6,13,21,1,79,2,78,31,54
11061805902,64,47,9,0,9,0,4,7,0,39,2,35,10,21
11061805903,98,60,18,3,10,3,14,11,2,45,3,44,22,39
11061805904,141,85,42,3,22,8,19,22,2,52,2,68,41,58
11061806001,667,471,88,2,22,20,56,124,11,370,19,377,97,189
11061806101,173,120,26,1,11,7,13,36,3,81,5,90,38,53
11061806102,180,116,40,0,8,5,12,21,3,114,5,82,49,75
11061806103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061806104,103,68,18,2,10,6,14,19,0,45,4,51,24,35
11061806201,618,437,54,2,24,31,47,99,9,339,11,352,60,160
11061806202,76,49,2,0,4,2,2,4,1,43,1,45,3,6
11061806301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061806302,422,265,91,8,43,17,41,84,0,186,12,196,99,167
11061806401,872,580,50,2,46,33,70,104,12,456,17,497,53,153
11061806501,401,285,44,2,20,11,31,62,4,236,5,216,59,123
11061806502,177,113,33,4,19,10,19,31,0,82,1,85,40,72
11061806601,553,397,39,5,16,32,43,90,8,291,17,318,56,122
11061806701,40,22,10,0,2,2,4,6,1,22,0,17,9,17
11061806702,408,303,18,1,19,24,36,79,4,211,12,221,34,109
11061806801,185,113,32,0,14,14,27,27,1,91,6,90,34,61
11061806802,38,3,35,0,8,4,6,4,0,15,0,11,26,27
11061806803,146,79,47,0,14,10,13,20,4,76,4,67,36,58
11061806901,130,94,18,0,9,8,10,20,1,77,2,72,25,44
11061806902,259,178,44,1,13,18,33,39,2,138,3,138,51,95
11061806903,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061807001,238,172,38,1,14,7,23,53,3,124,8,119,46,91
11061807002,489,308,30,1,27,32,38,52,3,263,6,248,39,113
11061807101,366,242,67,0,20,15,32,78,6,190,3,184,74,138
11061807102,255,168,33,1,7,16,31,49,2,128,7,119,46,90
11061807201,118,83,7,0,9,6,3,12,0,73,5,69,11,18
11061807202,208,145,39,1,26,8,23,25,1,106,7,112,48,75
11061807301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061807302,60,34,15,2,8,4,5,17,0,16,3,26,14,23
11061807303,390,254,34,0,20,20,33,66,3,211,10,195,50,125
11061807304,46,24,14,0,8,6,8,5,2,14,1,20,12,19
11061807401,182,115,23,1,7,10,15,27,2,105,6,92,25,52
11061807402,245,153,46,2,8,18,12,37,2,142,9,115,48,81
11061807403,285,192,28,1,8,12,38,46,1,146,11,146,34,84
11061900101,104,62,27,6,17,8,12,8,1,43,5,48,27,41
11061900102,60,35,7,2,3,5,7,8,0,21,0,28,9,17
11061900103,7,5,1,0,0,1,2,3,0,1,0,3,1,3
11061900104,29,23,2,1,5,1,5,5,1,8,4,12,2,11
11061900105,11,7,3,2,1,2,1,2,0,3,2,6,2,3
11061900106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061900201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061900202,4,4,0,0,0,0,0,1,0,3,0,4,0,0
11061900203,72,47,5,2,5,2,8,6,1,33,4,38,6,13
11061900204,1,1,0,0,1,0,0,0,0,0,0,1,0,0
11061900205,10,6,4,0,3,2,0,4,0,1,1,4,5,5
11061900206,21,14,4,1,6,3,3,3,0,3,1,12,5,8
11061900207,24,16,5,1,2,2,1,7,0,10,4,11,4,6
11061900208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11061900209,48,33,8,1,6,0,10,10,1,13,6,21,9,15
11061900210,2,2,0,0,0,1,0,1,0,0,0,0,0,2
11062000101,60,47,4,1,4,6,11,8,1,25,5,34,4,13
11062000102,16,8,6,0,2,0,4,5,0,5,1,7,4,8
11062000103,22,17,3,0,1,1,2,1,0,15,1,14,2,6
11062000104,32,21,9,0,9,4,1,9,0,8,0,16,12,15
11062000105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062000106,34,27,1,0,1,2,4,7,0,17,0,20,1,8
11062000107,68,46,8,0,5,2,6,8,0,40,3,34,9,21
11062000108,73,33,33,8,23,4,6,6,2,19,1,26,33,39
11062000109,29,24,1,0,1,0,3,3,0,19,0,22,1,3
11062000110,38,30,7,1,4,3,4,10,0,15,2,27,6,9
11062100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062100102,512,317,86,9,109,57,111,97,3,42,14,225,104,183
11062100103,152,99,18,2,25,21,33,32,1,22,4,78,24,43
11062100201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062100202,101,56,32,18,39,11,10,9,1,2,10,35,36,48
11062100203,407,256,90,25,166,41,62,39,2,26,23,163,110,171
11062100204,287,193,47,13,78,31,60,46,3,16,20,113,66,117
11062100301,736,430,155,75,240,123,109,48,4,17,81,260,171,273
11062100302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062100303,301,185,52,24,93,41,59,30,1,4,30,118,62,101
11062100401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062100402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062100403,908,594,142,63,322,158,133,65,6,24,100,316,192,352
11062100501,588,434,58,3,89,51,103,136,11,133,26,302,96,181
11062100502,244,172,24,2,47,23,52,47,1,43,13,123,32,71
11062100601,6,6,0,0,0,1,0,0,0,5,0,6,0,0
11062100602,132,87,20,4,28,20,23,25,0,13,6,50,29,56
11062100701,1,1,0,0,0,0,1,0,0,0,0,1,0,0
11062100702,512,262,158,31,186,64,84,58,3,18,33,166,166,233
11062100801,51,1,50,0,31,5,6,4,0,0,0,1,50,50
11062100802,319,201,69,24,129,37,46,29,2,5,9,114,104,156
11062100803,313,172,84,24,116,37,41,28,2,9,21,91,99,159
11062100901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062100902,662,392,178,76,275,86,81,43,0,6,42,188,250,359
11062101001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062101002,365,294,32,5,102,56,81,66,4,34,11,159,79,174
11062101003,454,383,16,5,152,64,99,74,3,31,13,190,96,210
11062101004,37,17,15,2,12,5,4,4,0,2,4,8,16,22
11062101005,12,7,0,0,1,5,4,0,0,0,2,5,0,2
11062101101,210,88,98,5,45,22,40,35,1,50,8,56,79,129
11062101102,259,135,71,26,91,41,40,20,1,4,14,70,86,135
11062101103,340,178,118,21,147,33,49,35,1,10,16,107,145,185
11062101201,5,5,0,0,1,2,2,0,0,0,0,5,0,0
11062101202,150,80,41,8,42,32,20,22,0,5,11,52,51,65
11062101203,116,61,40,3,45,15,16,16,0,10,5,40,50,56
11062101204,26,13,8,1,12,1,3,4,0,0,0,10,9,12
11062101301,117,73,20,3,33,15,33,13,1,9,3,61,22,43
11062101302,874,553,113,62,294,126,159,67,4,15,60,332,138,328
11062101401,355,256,45,3,80,35,72,64,3,64,26,167,70,121
11062101402,252,138,79,21,108,35,34,18,1,8,15,71,108,140
11062101501,624,381,125,27,198,100,88,86,4,41,63,236,144,242
11062101502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062101503,270,177,35,27,79,44,55,15,1,3,26,102,40,96
11062101601,81,58,3,1,9,1,6,13,2,34,2,49,3,11
11062101602,215,149,20,6,67,23,40,33,2,16,16,102,35,65
11062101603,247,147,36,19,70,39,42,12,1,2,15,103,49,81
11062101701,348,199,105,23,142,46,51,37,0,13,25,131,122,156
11062101702,384,248,81,8,66,35,62,84,3,99,11,175,94,160
11062101801,559,310,187,30,188,69,81,68,5,71,27,194,218,288
11062101901,174,118,28,3,46,16,26,36,0,23,7,83,39,62
11062101902,47,29,10,0,25,4,6,5,0,0,2,13,19,24
11062101903,337,192,79,31,134,40,47,26,1,6,19,112,103,162
11062102001,543,284,198,43,224,72,78,41,3,18,28,162,232,307
11062102002,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062102003,161,93,55,6,40,15,27,24,5,29,11,64,57,78
11062102101,460,274,125,40,196,59,69,42,0,9,26,150,188,242
11062102102,150,90,43,17,69,11,20,6,2,2,5,47,68,84
11062102201,244,154,30,18,86,41,36,24,1,0,32,86,39,76
11062102202,349,226,48,28,123,56,56,26,0,8,32,145,61,112
11062102301,777,494,116,54,210,128,157,82,2,23,85,253,157,295
11062102302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062102303,274,159,26,20,83,43,38,11,0,4,34,75,32,86
11062102401,666,435,65,33,213,123,126,45,5,6,80,232,81,218
11062102402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062102403,366,276,4,15,13,20,29,60,2,155,9,247,6,34
11062102501,16,10,0,8,2,0,0,0,0,0,0,1,0,11
11062102502,149,62,60,11,51,18,26,16,1,4,6,41,60,76
11062102503,265,178,56,7,107,26,53,29,2,15,18,104,84,121
11062102504,210,152,10,1,14,19,28,50,5,59,4,138,13,26
11062102505,275,174,60,15,90,30,64,30,2,13,9,112,81,121
11062102601,279,140,97,35,93,33,45,32,2,9,19,91,103,137
11062102602,223,113,73,25,82,38,27,17,2,9,13,76,76,98
11062102603,23,14,3,0,7,4,6,2,0,0,1,11,5,5
11062102604,33,17,11,3,15,7,5,2,0,0,0,15,12,16
11062102605,50,26,14,1,24,7,10,4,0,0,2,17,18,25
11062102606,30,16,9,3,16,0,5,1,0,2,1,10,14,17
11062102607,15,9,6,4,6,1,2,0,0,1,0,6,9,9
11062102608,67,37,22,3,28,12,11,5,1,3,3,26,26,35
11062102701,563,376,86,5,92,39,74,119,2,151,17,285,118,173
11062102801,505,329,116,8,122,54,80,84,5,96,22,238,156,190
11062102802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062102803,55,27,15,6,22,9,5,5,1,1,4,18,18,25
11062102804,55,35,7,4,17,10,9,5,0,1,6,22,8,13
11062102901,317,237,7,3,8,12,27,41,6,158,9,212,5,28
11062102902,310,181,75,24,99,34,45,40,2,16,24,95,104,149
11062103001,201,145,13,1,27,14,24,38,2,68,7,120,18,41
11062103002,440,330,20,0,20,23,48,114,9,159,17,274,37,72
11062103101,75,39,25,0,19,10,8,19,0,6,3,27,30,37
11062103102,127,58,56,4,50,18,19,12,2,9,5,45,56,68
11062103103,156,86,46,1,27,17,28,19,2,44,4,68,51,65
11062103104,6,5,0,0,1,2,2,0,0,0,0,3,0,2
11062103105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062103106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062103107,18,13,5,2,7,1,5,1,0,2,5,8,5,5
11062103108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062103109,12,3,9,1,6,0,0,2,0,0,0,1,9,11
11062103110,7,5,1,0,2,2,1,0,0,1,2,2,2,2
11062103201,307,232,18,12,24,20,40,52,5,115,4,200,23,59
11062103202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062103203,294,204,27,25,84,43,69,32,1,5,22,127,41,103
11062103204,163,114,8,1,32,21,30,27,2,30,4,93,13,31
11062103301,12,0,0,1,0,0,0,0,0,0,0,0,0,0
11062103302,1139,724,109,99,263,150,211,123,9,70,70,453,136,372
11062103401,356,207,92,21,117,46,80,35,2,13,18,126,113,173
11062103402,409,242,97,34,144,54,67,48,2,10,27,154,115,176
11062103501,57,44,8,1,9,5,18,10,3,5,6,29,10,18
11062103502,61,30,14,4,15,6,15,5,0,0,3,21,15,21
11062103503,698,313,301,133,206,80,81,61,4,26,22,162,350,445
11062103504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
